ticker,exchange,assetType,priceCurrency,startDate,endDate
000001,SHE,Stock,CNY,2007-08-30,2020-11-27
000002,SHE,Stock,CNY,2000-01-04,2020-11-27
000003,SHE,Stock,CNY,,
000004,SHE,Stock,CNY,2007-08-31,2020-11-27
000005,SHE,Stock,CNY,2001-01-02,2020-11-27
000006,SHE,Stock,CNY,2018-01-01,2020-11-27
000007,SHE,Stock,CNY,2007-08-31,2020-11-27
000008,SHE,Stock,CNY,2000-01-03,2020-11-27
000009,SHE,Stock,CNY,2000-01-03,2020-11-27
000010,SHE,Stock,CNY,2007-08-31,2020-11-27
000011,SHE,Stock,CNY,2018-01-01,2020-11-27
000012,SHE,Stock,CNY,2000-01-03,2020-11-27
000013,SHE,Stock,CNY,,
000014,SHE,Stock,CNY,2018-01-01,2020-11-27
000015,SHE,Stock,CNY,,
000016,SHE,Stock,CNY,2018-01-01,2020-11-27
000017,SHE,Stock,CNY,2018-01-02,2020-11-27
000018,SHE,Stock,CNY,2018-01-02,2020-01-06
000019,SHE,Stock,CNY,2018-01-01,2020-11-27
000020,SHE,Stock,CNY,2007-08-31,2020-11-27
000021,SHE,Stock,CNY,2000-01-03,2020-11-27
000022,SHE,Stock,CNY,2007-08-31,2018-12-20
000023,SHE,Stock,CNY,2018-01-01,2020-11-27
000024,SHE,Stock,CNY,,
000025,SHE,Stock,CNY,2018-01-01,2020-11-27
000026,SHE,Stock,CNY,2018-01-01,2020-11-27
000027,SHE,Stock,CNY,2000-01-03,2020-11-27
000028,SHE,Stock,CNY,2018-01-01,2020-11-27
000029,SHE,Stock,CNY,2016-09-13,2020-11-27
000030,SHE,Stock,CNY,2000-01-03,2020-11-27
000031,SHE,Stock,CNY,2009-09-01,2020-11-27
000032,SHE,Stock,CNY,2018-01-01,2020-11-27
000033,SHE,Stock,CNY,2007-08-31,2017-07-06
000034,SHE,Stock,CNY,2017-09-28,2020-11-27
000035,SHE,Stock,CNY,2007-09-28,2020-11-27
000036,SHE,Stock,CNY,2000-01-03,2020-11-27
000037,SHE,Stock,CNY,2000-01-03,2020-11-27
000038,SHE,Stock,CNY,2013-02-08,2020-11-27
000039,SHE,Stock,CNY,2018-01-01,2020-11-27
000040,SHE,Stock,CNY,2018-01-01,2020-11-27
000042,SHE,Stock,CNY,2000-01-03,2020-11-27
000043,SHE,Stock,CNY,2000-01-03,2019-12-13
000045,SHE,Stock,CNY,2000-01-03,2020-11-27
000046,SHE,Stock,CNY,2018-01-01,2020-11-27
000047,SHE,Stock,CNY,,
000048,SHE,Stock,CNY,2000-01-04,2020-11-27
000049,SHE,Stock,CNY,2018-01-01,2020-11-27
000050,SHE,Stock,CNY,2000-01-03,2020-11-27
000055,SHE,Stock,CNY,2000-01-03,2020-11-27
000056,SHE,Stock,CNY,2017-10-31,2020-11-27
000058,SHE,Stock,CNY,2000-01-03,2020-11-27
000059,SHE,Stock,CNY,2000-01-03,2020-11-27
000060,SHE,Stock,CNY,2018-01-01,2020-11-27
000061,SHE,Stock,CNY,2000-01-11,2020-11-27
000062,SHE,Stock,CNY,2000-01-03,2020-11-27
000063,SHE,Stock,CNY,2018-01-01,2020-11-27
000065,SHE,Stock,CNY,2018-01-01,2020-11-27
000066,SHE,Stock,CNY,2000-01-03,2020-11-27
000068,SHE,Stock,CNY,2007-08-30,2020-11-27
000069,SHE,Stock,CNY,2018-01-01,2020-11-27
000070,SHE,Stock,CNY,2018-01-01,2020-11-27
000078,SHE,Stock,CNY,2000-01-03,2020-11-27
000088,SHE,Stock,CNY,2000-01-03,2020-11-27
000089,SHE,Stock,CNY,2000-01-03,2020-11-27
000090,SHE,Stock,CNY,2018-01-01,2020-11-27
000096,SHE,Stock,CNY,2018-01-01,2020-11-27
000099,SHE,Stock,CNY,2018-01-01,2020-11-27
000100,SHE,Stock,CNY,2004-02-02,2020-11-27
000150,SHE,Stock,CNY,2000-08-08,2020-11-27
000151,SHE,Stock,CNY,2018-01-01,2020-11-27
000153,SHE,Stock,CNY,2018-01-01,2020-11-27
000155,SHE,Stock,CNY,2018-01-02,2020-11-27
000156,SHE,Stock,CNY,2018-01-01,2020-11-27
000157,SHE,Stock,CNY,2018-01-01,2020-11-27
000158,SHE,Stock,CNY,2018-01-02,2020-11-27
000159,SHE,Stock,CNY,2000-09-25,2020-11-27
000166,SHE,Stock,CNY,2018-01-01,2020-11-27
0001753539,NYSE,Stock,USD,,
000301,SHE,Stock,CNY,2018-01-01,2020-11-27
000333,SHE,Stock,CNY,2000-01-03,2020-11-27
000338,SHE,Stock,CNY,2018-01-01,2020-11-27
000400,SHE,Stock,CNY,2018-01-01,2020-11-27
000401,SHE,Stock,CNY,2018-01-01,2020-11-27
000402,SHE,Stock,CNY,2000-01-03,2020-11-27
000403,SHE,Stock,CNY,2018-01-01,2020-11-27
000404,SHE,Stock,CNY,2018-01-01,2020-11-27
000405,SHE,Stock,CNY,,
000406,SHE,Stock,CNY,,
000407,SHE,Stock,CNY,2000-01-04,2020-11-27
000408,SHE,Stock,CNY,2018-01-02,2020-11-27
000409,SHE,Stock,CNY,2018-01-02,2020-11-27
000410,SHE,Stock,CNY,2000-01-03,2020-11-27
000411,SHE,Stock,CNY,2018-01-01,2020-11-27
000412,SHE,Stock,CNY,,
000413,SHE,Stock,CNY,2000-01-03,2020-11-27
000415,SHE,Stock,CNY,2018-01-02,2020-11-27
000416,SHE,Stock,CNY,2000-01-03,2020-11-27
000417,SHE,Stock,CNY,2018-01-01,2020-11-27
000418,SHE,Stock,CNY,2000-01-03,2019-05-07
000419,SHE,Stock,CNY,2000-01-03,2020-11-27
000420,SHE,Stock,CNY,2000-01-03,2020-11-27
000421,SHE,Stock,CNY,2000-01-03,2020-11-27
000422,SHE,Stock,CNY,2018-01-02,2020-11-27
000423,SHE,Stock,CNY,2000-01-03,2020-11-27
000425,SHE,Stock,CNY,2000-01-03,2020-11-27
000426,SHE,Stock,CNY,2000-01-03,2020-11-27
000428,SHE,Stock,CNY,2000-01-03,2020-11-27
000429,SHE,Stock,CNY,2000-01-03,2020-11-27
000430,SHE,Stock,CNY,2018-01-02,2020-11-27
000488,SHE,Stock,CNY,2000-11-20,2020-11-27
000498,SHE,Stock,CNY,2018-01-01,2020-11-27
000501,SHE,Stock,CNY,2000-01-03,2020-11-27
000502,SHE,Stock,CNY,2007-08-30,2020-11-27
000503,SHE,Stock,CNY,2018-01-02,2020-11-27
000504,SHE,Stock,CNY,2007-08-30,2020-11-27
000505,SHE,Stock,CNY,2007-08-30,2020-11-27
000506,SHE,Stock,CNY,2018-01-02,2020-11-27
000507,SHE,Stock,CNY,2018-01-01,2020-11-27
000508,SHE,Stock,CNY,,
000509,SHE,Stock,CNY,2017-07-17,2020-11-27
000510,SHE,Stock,CNY,2000-01-04,2020-11-27
000511,SHE,Stock,CNY,2017-04-28,2018-07-17
000513,SHE,Stock,CNY,2000-01-03,2020-11-27
000514,SHE,Stock,CNY,2018-01-01,2020-11-27
000515,SHE,Stock,CNY,,
000516,SHE,Stock,CNY,2000-02-02,2020-11-27
000517,SHE,Stock,CNY,2000-01-03,2020-11-27
000518,SHE,Stock,CNY,2007-08-30,2020-11-27
000519,SHE,Stock,CNY,2018-01-01,2020-11-27
000520,SHE,Stock,CNY,2000-01-03,2020-11-27
000521,SHE,Stock,CNY,2018-01-01,2020-11-27
000522,SHE,Stock,CNY,,
000523,SHE,Stock,CNY,2018-01-01,2020-11-27
000524,SHE,Stock,CNY,2018-01-01,2020-11-27
000525,SHE,Stock,CNY,2018-01-01,2020-11-27
000526,SHE,Stock,CNY,2007-08-30,2020-11-27
000527,SHE,Stock,CNY,,
000528,SHE,Stock,CNY,2000-01-03,2020-11-27
000529,SHE,Stock,CNY,2018-01-01,2020-11-27
000530,SHE,Stock,CNY,2000-01-03,2020-11-27
000531,SHE,Stock,CNY,2018-01-01,2020-11-27
000532,SHE,Stock,CNY,2000-01-03,2020-11-27
000533,SHE,Stock,CNY,2018-01-02,2020-11-27
000534,SHE,Stock,CNY,2000-01-03,2020-11-27
000535,SHE,Stock,CNY,,
000536,SHE,Stock,CNY,2000-01-03,2020-11-27
000537,SHE,Stock,CNY,2000-01-13,2020-11-27
000538,SHE,Stock,CNY,2016-02-23,2020-11-27
000539,SHE,Stock,CNY,2000-01-03,2020-11-27
000540,SHE,Stock,CNY,2017-08-18,2020-11-27
000541,SHE,Stock,CNY,2000-01-03,2020-11-27
000542,SHE,Stock,CNY,,
000543,SHE,Stock,CNY,2018-01-01,2020-11-27
000544,SHE,Stock,CNY,2018-01-01,2020-11-27
000545,SHE,Stock,CNY,2018-01-01,2020-11-27
000546,SHE,Stock,CNY,2018-01-01,2020-11-27
000547,SHE,Stock,CNY,2018-01-01,2020-11-27
000548,SHE,Stock,CNY,2018-01-01,2020-11-27
000549,SHE,Stock,CNY,,
000550,SHE,Stock,CNY,2018-01-01,2020-11-27
000551,SHE,Stock,CNY,2018-01-02,2020-11-27
000552,SHE,Stock,CNY,2018-01-01,2020-11-27
000553,SHE,Stock,CNY,2018-01-01,2020-11-27
000554,SHE,Stock,CNY,2018-01-02,2020-11-27
000555,SHE,Stock,CNY,2018-01-01,2020-11-27
000556,SHE,Stock,CNY,,
000557,SHE,Stock,CNY,2007-08-30,2020-11-27
000558,SHE,Stock,CNY,2007-08-30,2020-11-27
000559,SHE,Stock,CNY,2018-01-01,2020-11-27
000560,SHE,Stock,CNY,2018-01-01,2020-11-27
000561,SHE,Stock,CNY,2000-01-03,2020-11-27
000562,SHE,Stock,CNY,,
000563,SHE,Stock,CNY,2018-01-01,2020-11-27
000564,SHE,Stock,CNY,2007-08-30,2020-11-27
000565,SHE,Stock,CNY,2018-01-01,2020-11-27
000566,SHE,Stock,CNY,2017-11-21,2020-11-27
000567,SHE,Stock,CNY,2018-01-01,2020-11-27
000568,SHE,Stock,CNY,2018-01-01,2020-11-27
000569,SHE,Stock,CNY,,
000570,SHE,Stock,CNY,2000-01-03,2020-11-27
000571,SHE,Stock,CNY,2018-01-02,2020-11-27
000572,SHE,Stock,CNY,2018-01-02,2020-11-27
000573,SHE,Stock,CNY,2018-01-01,2020-11-27
000576,SHE,Stock,CNY,2007-08-30,2020-11-27
000578,SHE,Stock,CNY,,
000581,SHE,Stock,CNY,2000-01-04,2020-11-27
000582,SHE,Stock,CNY,2018-01-01,2020-11-27
000583,SHE,Stock,CNY,,
000584,SHE,Stock,CNY,2018-01-01,2020-11-27
000585,SHE,Stock,CNY,2007-08-30,2020-11-27
000586,SHE,Stock,CNY,2000-01-04,2020-11-27
000587,SHE,Stock,CNY,2000-01-03,2020-11-27
000588,SHE,Stock,CNY,,
000589,SHE,Stock,CNY,2018-01-01,2020-11-27
000590,SHE,Stock,CNY,2018-01-02,2020-11-27
000591,SHE,Stock,CNY,2018-01-01,2020-11-27
000592,SHE,Stock,CNY,2015-01-05,2020-11-27
000593,SHE,Stock,CNY,2000-01-03,2020-11-27
000594,SHE,Stock,CNY,,
000595,SHE,Stock,CNY,2000-01-03,2020-11-20
000596,SHE,Stock,CNY,2000-01-03,2020-11-27
000597,SHE,Stock,CNY,2018-01-01,2020-11-27
000598,SHE,Stock,CNY,2018-01-01,2020-11-27
000599,SHE,Stock,CNY,2018-01-01,2020-11-27
000600,SHE,Stock,CNY,2018-01-01,2020-11-27
000601,SHE,Stock,CNY,2018-01-01,2020-11-27
000602,SHE,Stock,CNY,,
000603,SHE,Stock,CNY,2018-01-01,2020-11-27
000605,SHE,Stock,CNY,2000-01-03,2020-11-27
000606,SHE,Stock,CNY,2007-08-30,2020-11-27
000607,SHE,Stock,CNY,2000-01-03,2020-11-27
000608,SHE,Stock,CNY,2018-01-02,2020-11-27
000609,SHE,Stock,CNY,2000-01-05,2020-11-27
000610,SHE,Stock,CNY,2018-01-01,2020-11-27
000611,SHE,Stock,CNY,2018-01-02,2020-11-27
000612,SHE,Stock,CNY,2018-01-01,2020-11-27
000613,SHE,Stock,CNY,2007-08-30,2020-11-27
000615,SHE,Stock,CNY,2018-01-02,2020-11-27
000616,SHE,Stock,CNY,2007-08-30,2020-11-27
000617,SHE,Stock,CNY,2018-01-01,2020-11-27
000618,SHE,Stock,CNY,,
000619,SHE,Stock,CNY,2000-01-03,2020-11-27
000620,SHE,Stock,CNY,2000-01-04,2020-11-27
000621,SHE,Stock,CNY,,
000622,SHE,Stock,CNY,2013-02-08,2020-11-27
000623,SHE,Stock,CNY,2000-01-03,2020-11-27
000625,SHE,Stock,CNY,2000-01-03,2020-11-27
000626,SHE,Stock,CNY,2018-01-02,2020-11-27
000627,SHE,Stock,CNY,2000-01-03,2020-11-27
000628,SHE,Stock,CNY,2007-08-30,2020-11-27
000629,SHE,Stock,CNY,2017-04-19,2020-11-27
000630,SHE,Stock,CNY,2000-01-03,2020-11-27
000631,SHE,Stock,CNY,2018-01-01,2020-11-27
000632,SHE,Stock,CNY,2000-01-04,2020-11-27
000633,SHE,Stock,CNY,2007-08-30,2020-11-27
000635,SHE,Stock,CNY,2018-01-01,2020-11-27
000636,SHE,Stock,CNY,2000-01-03,2020-11-27
000637,SHE,Stock,CNY,2000-01-03,2020-11-27
000638,SHE,Stock,CNY,2009-06-05,2020-11-27
000639,SHE,Stock,CNY,2018-01-01,2020-11-27
000650,SHE,Stock,CNY,2018-01-01,2020-11-27
000651,SHE,Stock,CNY,2018-01-01,2020-11-27
000652,SHE,Stock,CNY,2000-01-04,2020-11-27
000653,SHE,Stock,CNY,,
000655,SHE,Stock,CNY,2000-01-04,2020-11-27
000656,SHE,Stock,CNY,2018-01-01,2020-11-27
000657,SHE,Stock,CNY,2018-01-02,2020-11-27
000658,SHE,Stock,CNY,,
000659,SHE,Stock,CNY,2018-01-02,2020-11-27
000660,SHE,Stock,CNY,,
000661,SHE,Stock,CNY,2000-01-03,2020-11-27
000662,SHE,Stock,CNY,2018-01-02,2020-11-27
000663,SHE,Stock,CNY,2000-01-03,2020-11-27
000665,SHE,Stock,CNY,2000-01-03,2020-11-27
000666,SHE,Stock,CNY,2018-01-01,2020-11-27
000667,SHE,Stock,CNY,2018-01-02,2020-11-27
000668,SHE,Stock,CNY,2018-01-01,2020-11-27
000669,SHE,Stock,CNY,2018-01-02,2020-11-27
000670,SHE,Stock,CNY,2018-01-02,2020-03-19
000671,SHE,Stock,CNY,2018-01-01,2020-11-27
000672,SHE,Stock,CNY,2000-01-03,2020-11-27
000673,SHE,Stock,CNY,2002-09-25,2020-11-27
000675,SHE,Stock,CNY,,
000676,SHE,Stock,CNY,2018-01-01,2020-11-27
000677,SHE,Stock,CNY,2000-01-03,2020-11-27
000678,SHE,Stock,CNY,2000-01-03,2020-11-27
000679,SHE,Stock,CNY,2018-01-02,2020-11-27
000680,SHE,Stock,CNY,2018-01-01,2020-11-27
000681,SHE,Stock,CNY,2018-01-01,2020-11-27
000682,SHE,Stock,CNY,2018-01-01,2020-11-27
000683,SHE,Stock,CNY,2018-01-02,2020-11-27
000685,SHE,Stock,CNY,2018-01-01,2020-11-27
000686,SHE,Stock,CNY,2000-01-03,2020-11-27
000687,SHE,Stock,CNY,2018-01-02,2020-11-27
000688,SHE,Stock,CNY,2018-01-02,2020-11-27
000689,SHE,Stock,CNY,,
000690,SHE,Stock,CNY,2000-01-03,2020-11-27
000691,SHE,Stock,CNY,2009-09-01,2020-11-27
000692,SHE,Stock,CNY,2018-01-02,2020-11-27
000693,SHE,Stock,CNY,2018-01-01,2019-07-08
000695,SHE,Stock,CNY,2018-01-16,2020-11-27
000697,SHE,Stock,CNY,2018-01-02,2020-11-27
000698,SHE,Stock,CNY,2018-01-01,2020-11-27
000699,SHE,Stock,CNY,,
000700,SHE,Stock,CNY,2000-01-03,2020-11-27
000701,SHE,Stock,CNY,2000-01-03,2020-11-27
000702,SHE,Stock,CNY,2000-01-03,2020-11-27
000703,SHE,Stock,CNY,2018-01-01,2020-11-27
000705,SHE,Stock,CNY,2018-01-01,2020-11-27
000707,SHE,Stock,CNY,2018-01-02,2020-11-27
000708,SHE,Stock,CNY,2000-01-03,2020-11-27
000709,SHE,Stock,CNY,2000-01-03,2020-11-27
000710,SHE,Stock,CNY,2000-01-03,2020-11-27
000711,SHE,Stock,CNY,2018-01-02,2020-11-27
000712,SHE,Stock,CNY,2018-01-02,2020-11-27
000713,SHE,Stock,CNY,2018-01-01,2020-11-27
000715,SHE,Stock,CNY,2000-01-03,2020-11-27
000716,SHE,Stock,CNY,2018-01-01,2020-11-27
000717,SHE,Stock,CNY,2000-01-03,2020-11-27
000718,SHE,Stock,CNY,2018-01-01,2020-11-27
000719,SHE,Stock,CNY,2018-01-01,2020-11-27
000720,SHE,Stock,CNY,2007-08-30,2020-11-27
000721,SHE,Stock,CNY,2018-01-02,2020-11-27
000722,SHE,Stock,CNY,2018-01-01,2020-11-27
000723,SHE,Stock,CNY,2000-01-03,2020-11-27
000725,SHE,Stock,CNY,2001-01-11,2020-11-27
000726,SHE,Stock,CNY,2018-01-01,2020-11-27
000727,SHE,Stock,CNY,2018-01-02,2020-11-27
000728,SHE,Stock,CNY,2000-01-03,2020-11-27
000729,SHE,Stock,CNY,2000-01-03,2020-11-27
000730,SHE,Stock,CNY,,
000731,SHE,Stock,CNY,2000-01-03,2020-11-27
000732,SHE,Stock,CNY,2018-01-01,2020-11-27
000733,SHE,Stock,CNY,2000-01-03,2020-11-27
000735,SHE,Stock,CNY,2018-01-01,2020-11-27
000736,SHE,Stock,CNY,2018-01-01,2020-11-27
000737,SHE,Stock,CNY,2007-08-30,2020-11-27
000738,SHE,Stock,CNY,2018-01-01,2020-11-27
000739,SHE,Stock,CNY,2000-01-03,2020-11-27
000748,SHE,Stock,CNY,,
000750,SHE,Stock,CNY,2018-01-01,2020-11-27
000751,SHE,Stock,CNY,2018-01-02,2020-11-27
000752,SHE,Stock,CNY,2000-01-03,2020-11-27
000753,SHE,Stock,CNY,2018-01-01,2020-11-27
000755,SHE,Stock,CNY,2018-01-02,2020-11-27
000756,SHE,Stock,CNY,2000-01-03,2020-11-27
000757,SHE,Stock,CNY,2013-02-08,2020-11-27
000758,SHE,Stock,CNY,2018-01-01,2020-11-27
000759,SHE,Stock,CNY,2018-01-01,2020-11-27
000760,SHE,Stock,CNY,2018-01-02,2020-06-03
000761,SHE,Stock,CNY,2000-01-03,2020-11-27
000762,SHE,Stock,CNY,2018-01-02,2020-11-27
000763,SHE,Stock,CNY,,
000765,SHE,Stock,CNY,,
000766,SHE,Stock,CNY,2018-04-24,2020-11-27
000767,SHE,Stock,CNY,2000-01-03,2020-11-27
000768,SHE,Stock,CNY,2018-01-01,2020-11-27
000769,SHE,Stock,CNY,,
000776,SHE,Stock,CNY,2018-01-01,2020-11-27
000777,SHE,Stock,CNY,2018-01-01,2020-11-27
000778,SHE,Stock,CNY,2000-01-03,2020-11-27
000779,SHE,Stock,CNY,2007-08-30,2020-11-27
000780,SHE,Stock,CNY,2000-01-03,2020-11-27
000782,SHE,Stock,CNY,2018-01-01,2020-11-27
000783,SHE,Stock,CNY,2000-01-03,2020-11-27
000785,SHE,Stock,CNY,2018-01-01,2020-11-27
000786,SHE,Stock,CNY,2018-01-01,2020-11-27
000787,SHE,Stock,CNY,,
000788,SHE,Stock,CNY,2018-01-01,2020-11-27
000789,SHE,Stock,CNY,2018-01-01,2020-11-27
000790,SHE,Stock,CNY,2015-01-05,2020-11-27
000791,SHE,Stock,CNY,2018-01-01,2020-11-27
000792,SHE,Stock,CNY,2000-01-03,2020-04-29
000793,SHE,Stock,CNY,2018-01-02,2020-11-27
000795,SHE,Stock,CNY,2000-01-03,2020-11-27
000796,SHE,Stock,CNY,2007-08-30,2020-11-27
000797,SHE,Stock,CNY,2018-01-01,2020-11-27
000798,SHE,Stock,CNY,2018-01-02,2020-11-27
000799,SHE,Stock,CNY,2018-01-01,2020-11-27
000800,SHE,Stock,CNY,2018-01-01,2020-11-27
000801,SHE,Stock,CNY,2018-01-01,2020-11-27
000802,SHE,Stock,CNY,2018-01-01,2020-11-27
000803,SHE,Stock,CNY,2007-08-30,2020-11-27
000805,SHE,Stock,CNY,,
000806,SHE,Stock,CNY,2007-08-30,2020-11-27
000807,SHE,Stock,CNY,2018-01-02,2020-11-27
000809,SHE,Stock,CNY,2000-01-03,2020-11-27
000810,SHE,Stock,CNY,2018-01-01,2020-11-27
000811,SHE,Stock,CNY,2018-01-01,2020-11-27
000812,SHE,Stock,CNY,2017-12-06,2020-11-27
000813,SHE,Stock,CNY,2018-01-02,2020-11-27
000815,SHE,Stock,CNY,2000-01-03,2020-11-27
000816,SHE,Stock,CNY,2000-01-03,2020-11-27
000817,SHE,Stock,CNY,,
000818,SHE,Stock,CNY,2018-01-01,2020-11-27
000819,SHE,Stock,CNY,2018-01-01,2020-11-27
000820,SHE,Stock,CNY,2007-08-30,2020-11-27
000821,SHE,Stock,CNY,2000-01-03,2020-11-27
000822,SHE,Stock,CNY,2018-01-01,2020-11-27
000823,SHE,Stock,CNY,2000-01-03,2020-11-27
000825,SHE,Stock,CNY,2018-01-01,2020-11-27
000826,SHE,Stock,CNY,2018-01-01,2020-11-27
000827,SHE,Stock,CNY,,
000828,SHE,Stock,CNY,2018-01-01,2020-11-27
000829,SHE,Stock,CNY,2018-01-01,2020-11-27
000830,SHE,Stock,CNY,2000-01-03,2020-11-27
000831,SHE,Stock,CNY,2018-01-01,2020-11-27
000832,SHE,Stock,CNY,,
000833,SHE,Stock,CNY,2018-01-01,2020-11-27
000835,SHE,Stock,CNY,2000-01-03,2020-11-27
000836,SHE,Stock,CNY,2018-01-02,2020-11-27
000837,SHE,Stock,CNY,2018-01-02,2020-11-27
000838,SHE,Stock,CNY,2018-01-01,2020-11-27
000839,SHE,Stock,CNY,2000-01-03,2020-11-27
000848,SHE,Stock,CNY,2018-01-01,2020-11-27
000850,SHE,Stock,CNY,2018-01-01,2020-11-27
000851,SHE,Stock,CNY,2018-01-01,2020-11-27
000852,SHE,Stock,CNY,2000-01-03,2020-11-27
000856,SHE,Stock,CNY,2000-01-03,2020-11-27
000858,SHE,Stock,CNY,2018-01-01,2020-11-27
000859,SHE,Stock,CNY,2018-01-01,2020-11-27
000860,SHE,Stock,CNY,2000-01-03,2020-11-27
000861,SHE,Stock,CNY,2018-01-01,2020-11-27
000862,SHE,Stock,CNY,2018-01-02,2020-11-27
000863,SHE,Stock,CNY,2018-01-01,2020-11-27
000866,SHE,Stock,CNY,,
000868,SHE,Stock,CNY,2018-01-02,2020-11-27
000869,SHE,Stock,CNY,2018-01-01,2020-11-27
000875,SHE,Stock,CNY,2007-08-30,2020-11-27
000876,SHE,Stock,CNY,2018-01-01,2020-11-27
000877,SHE,Stock,CNY,2018-01-01,2020-11-27
000878,SHE,Stock,CNY,2018-01-02,2020-11-27
000880,SHE,Stock,CNY,2018-01-01,2020-11-27
000881,SHE,Stock,CNY,2000-01-03,2020-11-27
000882,SHE,Stock,CNY,2018-01-02,2020-11-27
000883,SHE,Stock,CNY,2018-01-01,2020-11-27
000885,SHE,Stock,CNY,2018-01-01,2020-11-27
000886,SHE,Stock,CNY,2018-01-01,2020-11-27
000887,SHE,Stock,CNY,2018-01-01,2020-11-27
000888,SHE,Stock,CNY,2018-01-01,2020-11-27
000889,SHE,Stock,CNY,2015-01-05,2020-11-27
000890,SHE,Stock,CNY,2018-01-02,2020-11-27
000892,SHE,Stock,CNY,2008-04-24,2020-11-27
000893,SHE,Stock,CNY,2018-01-02,2020-11-27
000895,SHE,Stock,CNY,2018-01-01,2020-11-27
000897,SHE,Stock,CNY,2018-01-02,2020-11-27
000898,SHE,Stock,CNY,2018-01-01,2020-11-27
000899,SHE,Stock,CNY,2018-01-01,2020-11-27
000900,SHE,Stock,CNY,2017-10-26,2020-11-27
000901,SHE,Stock,CNY,2018-01-01,2020-11-27
000902,SHE,Stock,CNY,2018-01-01,2020-11-27
000903,SHE,Stock,CNY,2018-01-01,2020-11-27
000905,SHE,Stock,CNY,2000-01-03,2020-11-27
000906,SHE,Stock,CNY,2000-01-03,2020-11-27
000908,SHE,Stock,CNY,2000-01-03,2020-11-27
000909,SHE,Stock,CNY,2018-01-02,2020-11-27
000910,SHE,Stock,CNY,2018-01-01,2020-11-27
000911,SHE,Stock,CNY,2000-01-03,2020-11-27
000912,SHE,Stock,CNY,2007-08-30,2020-11-27
000913,SHE,Stock,CNY,2018-01-01,2020-11-27
000915,SHE,Stock,CNY,2000-01-03,2020-11-27
000916,SHE,Stock,CNY,2007-08-30,2017-12-04
000917,SHE,Stock,CNY,2000-01-04,2020-11-27
000918,SHE,Stock,CNY,2018-01-02,2020-11-27
000919,SHE,Stock,CNY,2018-01-01,2020-11-27
000920,SHE,Stock,CNY,2018-01-01,2020-11-27
000921,SHE,Stock,CNY,2018-01-01,2020-11-27
000922,SHE,Stock,CNY,2018-01-01,2020-11-27
000923,SHE,Stock,CNY,2018-01-01,2020-11-27
000925,SHE,Stock,CNY,2018-01-02,2020-11-27
000926,SHE,Stock,CNY,2000-01-03,2020-11-27
000927,SHE,Stock,CNY,2018-01-02,2020-11-27
000928,SHE,Stock,CNY,2018-01-01,2020-11-27
000929,SHE,Stock,CNY,2018-01-02,2020-11-27
000930,SHE,Stock,CNY,2017-10-23,2020-11-27
000931,SHE,Stock,CNY,2000-01-03,2020-11-27
000932,SHE,Stock,CNY,2018-01-01,2020-11-27
000933,SHE,Stock,CNY,2018-01-01,2020-11-27
000935,SHE,Stock,CNY,2018-01-01,2020-11-27
000936,SHE,Stock,CNY,2018-01-01,2020-11-27
000937,SHE,Stock,CNY,2000-01-03,2020-11-27
000938,SHE,Stock,CNY,2000-01-03,2020-11-27
000939,SHE,Stock,CNY,2007-08-30,2020-11-27
000948,SHE,Stock,CNY,2000-01-03,2020-11-27
000949,SHE,Stock,CNY,2018-01-01,2020-11-27
000950,SHE,Stock,CNY,2017-04-25,2020-11-27
000951,SHE,Stock,CNY,2018-01-01,2020-11-27
000952,SHE,Stock,CNY,2018-01-01,2020-11-27
000953,SHE,Stock,CNY,2018-01-02,2020-11-27
000955,SHE,Stock,CNY,2000-01-03,2020-11-27
000956,SHE,Stock,CNY,,
000957,SHE,Stock,CNY,2018-01-02,2020-11-27
000958,SHE,Stock,CNY,2000-01-03,2020-11-27
000959,SHE,Stock,CNY,2000-01-03,2020-11-27
000960,SHE,Stock,CNY,2018-01-02,2020-11-27
000961,SHE,Stock,CNY,2000-02-29,2020-11-27
000962,SHE,Stock,CNY,2018-01-02,2020-11-27
000963,SHE,Stock,CNY,2000-01-26,2020-11-27
000965,SHE,Stock,CNY,2018-01-01,2020-11-27
000966,SHE,Stock,CNY,2000-03-15,2020-11-27
000967,SHE,Stock,CNY,2000-03-29,2020-11-27
000968,SHE,Stock,CNY,2018-01-01,2020-11-27
000969,SHE,Stock,CNY,2018-01-02,2020-11-27
000970,SHE,Stock,CNY,2000-04-19,2020-11-27
000971,SHE,Stock,CNY,2018-01-02,2020-11-27
000972,SHE,Stock,CNY,2018-01-02,2020-11-27
000973,SHE,Stock,CNY,2000-05-24,2020-11-27
000975,SHE,Stock,CNY,2018-01-01,2020-11-27
000976,SHE,Stock,CNY,2000-06-07,2020-11-27
000977,SHE,Stock,CNY,2018-01-01,2020-11-27
000978,SHE,Stock,CNY,2018-01-01,2020-11-27
000979,SHE,Stock,CNY,2008-01-17,2018-12-27
000980,SHE,Stock,CNY,2000-06-15,2020-11-27
000981,SHE,Stock,CNY,2018-01-02,2020-11-27
000982,SHE,Stock,CNY,2018-01-02,2020-11-27
000983,SHE,Stock,CNY,2000-07-25,2020-11-27
000985,SHE,Stock,CNY,2018-01-01,2020-11-27
000987,SHE,Stock,CNY,2000-07-17,2020-11-27
000988,SHE,Stock,CNY,2018-01-01,2020-11-27
